"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"MHL","Said Gimayev","DY-1","54636/said-gimayev","F","2022","25","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","21","0.00","0","0","2","0.0800","0.00","6","13","31.58","- 29.96","40","25","12.50","0.0000","2005-08-22","17.06","17.36","17","KAZ","5'11","R","2023","-","-","-",""
"MHL","Alexei Ivashinnikov","DY-1","54642/alexei-ivashinnikov","D","2022","37","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","9","0.00","0","0","2","0.0541","0.00","12","13","48.00","0.42","59","65","10.26","0.0000","2005-05-30","17.29","17.58","89","TAIF","6'00","L","2023","-","-","-",""
"MHL","Boris Kofman","DY-1","54660/boris-kofman","F","2022","3","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","1","0.3333","0.00","1","2","33.33","- 26.67","9","6","7.33","0.0000","2004-12-06","17.78","18.07","79","NOV","5'09","L","2023","-","-","-",""
"MHL","Ilya Gorshkov","DY","54661/ilya-gorshkov","D","2022","3","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","1","0.3333","0.00","1","1","50.00","- 7.14","8","6","4.71","0.0000","2003-12-24","18.73","19.02","5","LOKO76","5'09","L","2022","-","-","-",""
"MHL","Alexander Yermolayev","DY+1","54671/alexander-yermolayev","D","2022","12","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","1","0.0833","0.00","3","4","42.86","- 15.14","29","21","7.23","0.0000","2003-05-06","19.36","19.65","80","TUFA","6'02","-","2021","-","-","-",""
"MHL","Konstantin Toropov","DY","54675/konstantin-toropov","D","2022","12","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","1","0.0833","0.00","3","3","50.00","- 7.35","39","29","7.06","0.0000","2004-07-30","18.13","18.42","53","YEK","6'02","L","2022","-","-","-",""
"MHL","Valentin Rodionov","DY-1","54679/valentin-rodionov","D","2022","10","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","8","0.00","0","0","1","0.1000","0.00","5","2","71.43","21.43","14","14","13.55","0.0000","2005-03-28","17.46","17.76","82","MHK-DM","6'00","L","2023","-","-","-",""
"MHL","Vyacheslav Borisov","DY-1","54680/vyacheslav-borisov","D","2022","13","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","1","0.0769","0.00","1","7","12.50","- 32.95","15","18","6.88","0.0000","2004-10-14","17.92","18.21","87","LT","5'11","L","2023","-","-","-",""
"MHL","Arseni Belov","DY","54683/arseni-belov","D","2022","12","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","1","0.0833","0.00","2","5","28.57","- 6.21","16","30","5.40","0.0000","2004-05-07","18.36","18.65","2","MHK-AM","6'00","L","2022","-","-","-",""
"MHL","Saveli Sharifyanov","DY-1","54687/saveli-sharifyanov","F","2022","21","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","13","0.00","0","0","1","0.0476","0.00","4","3","57.14","- 3.04","65","43","7.66","0.0000","2005-02-26","17.55","17.85","79","TUFA","6'02","L","2023","-","-","-",""
"MHL","Fyodor Yelsukov","DY-1","54697/fyodor-yelsukov","D","2022","22","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","12","0.00","0","0","1","0.0455","0.00","13","6","68.42","4.04","47","26","9.18","0.0000","2005-02-20","17.57","17.86","51","KAM","6'03","L","2023","-","-","-",""
"MHL","Makar Shulygin","DY","54702/makar-shulygin","D","2022","22","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","1","0.0455","0.00","4","4","50.00","- 0.63","40","39","8.84","0.0000","2004-01-01","18.71","19.00","48","LOKO76","5'10","R","2022","-","-","-",""
"MHL","Daniil Kosinkov","DY+1","54704/daniil-kosinkov","D","2022","38","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","2","0.0526","0.00","7","9","43.75","2.96","62","90","6.49","0.0000","2003-07-16","19.16","19.46","82","SSN","5'11","L","2021","-","-","-",""
"MHL","Dmitri Komarov","DY+1","54709/dmitri-komarov","D","2022","39","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","16","0.00","0","0","1","0.0256","0.00","5","10","33.33","- 23.19","65","50","8.83","0.0000","2003-02-24","19.56","19.85","57","NOV","6'04","-","2021","-","-","-",""
"MHL","Ilya Popov","DY","54711/ilya-popov","D","2022","47","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","26","0.00","0","0","1","0.0213","0.00","13","16","44.83","- 5.17","101","101","8.64","0.0000","2004-01-09","18.68","18.98","84","RN","6'03","R","2022","-","-","-",""
"MHL","Eriks Mateiko","DY-2","54714/eriks-mateiko","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","4","5","5.82","0.0000","2005-11-18","16.83","17.12","39","RIG","6'04","L","2024","-","-","-",""
"MHL","Daniil Makarenko","DY+1","54715/daniil-makarenko","D","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","1","4.73","0.0000","2003-02-28","19.54","19.84","5","MHK-AM","6'04","L","2021","-","-","-",""
"MHL","Timur Davletov","DY","54717/timur-davletov","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 100.00","2","0","8.10","0.0000","2003-09-26","18.97","19.26","26","MYUG","5'11","-","2022","-","-","-",""
"MHL","Yan Tarazanov","DY","54718/yan-tarazanov","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","0","13.25","0.0000","2004-01-23","18.64","18.94","32","MHK-DSP","5'10","R","2022","-","-","-",""
"MHL","Vladimir Petrov","DY-1","54719/vladimir-petrov","D","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 100.00","1","0","4.67","0.0000","2005-06-04","17.28","17.58","45","KUZM","5'09","L","2023","-","-","-",""
"MHL","Yegor Golubov","DY","54721/yegor-golubov","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","0","7.77","0.0000","2004-02-14","18.59","18.88","14","SA","6'02","R","2022","-","-","-",""
"MHL","Ivan Sokolov","DY+1","54722/ivan-sokolov","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","2","1","66.67","0.00","6","3","9.11","0.0000","2003-03-03","19.53","19.83","34","AKM","5'11","L","2021","-","-","-",""
"MHL","Vladislav Bakirov","DY+1","54723/vladislav-bakirov","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","2","2.40","0.0000","2003-06-24","19.23","19.52","62","YEK","6'01","-","2021","-","-","-",""
"MHL","Semyon Rudenko","DY","54724/semyon-rudenko","D","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","4","0.00","- 57.14","16","12","6.37","0.0000","2004-05-29","18.29","18.59","73","RN","6'02","L","2022","-","-","-",""
"MHL","Danil Pakhmutov","DY","54725/danil-pakhmutov","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","7","0.84","0.0000","2004-09-07","18.02","18.32","81","MHK-AM","UNKNOWN","L","2022","-","-","-",""
"MHL","Vladislav Yusupov","DY-1","54726/vladislav-yusupov","D","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","0","4","9.52","0.0000","2005-06-30","17.21","17.50","42","BMC","5'10","L","2023","-","-","-",""
"MHL","Danat Shafeyev","DY-2","54727/danat-shafeyev","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","0","2","6.25","0.0000","2005-09-17","16.99","17.29","96","KAZ","6'00","L","2024","-","-","-",""
"MHL","Marat Kalimullin","DY-2","54729/marat-kalimullin","D","2022","11","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","0","0.0000","0.00","4","1","80.00","36.41","17","22","11.61","0.0000","2005-11-30","16.79","17.08","92","LT","6'01","L","2024","-","-","-",""
"MHL","Vasili Sredin","DY","54731/vasili-sredin","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","1","1","50.00","- 7.14","4","3","9.08","0.0000","2004-05-20","18.32","18.61","76","KAM","5'10","L","2022","-","-","-",""
"MHL","Maxim Proskurin","DY","54732/maxim-proskurin","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","3","1","10.40","0.0000","2004-09-04","18.03","18.33","24","SPUT","5'11","R","2022","-","-","-",""
"MHL","Savva Alexeyev","DY","54733/savva-alexeyev","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","2","3.43","0.0000","2004-07-05","18.19","18.49","69","TAIF","5'10","R","2022","-","-","-",""
"MHL","Anatoli Tumayev","DY","54734/anatoli-tumayev","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","3","1","3.12","0.0000","2004-05-10","18.35","18.64","42","SSN","5'10","R","2022","-","-","-",""
"MHL","Danylo Dolia","DY-1","54735/danylo-dolia","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","5","2","4.66","0.0000","2004-11-19","17.82","18.12","53","KAM","6'00","R","2023","-","-","-",""
"MHL","Alexei Monakhov","DY+2","54737/alexei-monakhov","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","1","2","33.33","- 23.81","4","3","11.13","0.0000","2002-04-26","20.39","20.68","37","NOV","6'03","L","2020","-","-","-",""
"MHL","Gleb Kolosov","DY","54738/gleb-kolosov","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 60.00","3","2","2.55","0.0000","2004-01-20","18.65","18.95","5","NOV","5'11","L","2022","-","-","-",""
"MHL","Dmitri Buldenkov","DY-1","54739/dmitri-buldenkov","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","0","2","0.00","- 66.67","8","4","13.58","0.0000","2005-03-16","17.50","17.79","71","MHK-DM","6'00","L","2023","-","-","-",""
"MHL","Vsevolod Bychkov","DY","54741/vsevolod-bychkov","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","2","0.00","- 62.50","5","3","5.08","0.0000","2004-06-23","18.23","18.52","99","MHK-KSM","5'09","L","2022","-","-","-",""
"MHL","Alexei Filimonov","DY","54742/alexei-filimonov","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","5","3.42","0.0000","2004-08-20","18.07","18.36","25","SKA-VM","6'00","L","2022","-","-","-",""
"MHL","Nikita Sirotin","DY+3","54744/nikita-sirotin","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","1","1","50.00","- 16.67","4","2","16.14","0.0000","2001-08-05","21.11","21.41","67","LT","6'02","L","2019","-","-","-",""
"MHL","Ramil Salikhzyanov","DY","54745/ramil-salikhzyanov","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","3","4","1.57","0.0000","2004-05-28","18.30","18.59","37","SA","6'00","L","2022","-","-","-",""
"MHL","Kamo Kramar","DY","54746/kamo-kramar","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 61.11","11","7","3.76","0.0000","2004-01-08","18.69","18.98","87","RVC","6'01","L","2022","-","-","-",""
"MHL","Eldar Kashayev","DY-1","54748/eldar-kashayev","D","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 59.09","13","9","7.10","0.0000","2005-06-11","17.26","17.56","95","MHK-KSM","5'11","L","2023","-","-","-",""
"MHL","Yegor Grabovsky","DY","54750/yegor-grabovsky","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","3","0.00","- 6.67","1","14","5.76","0.0000","2004-05-01","18.37","18.67","49","TLEG","5'09","-","2022","-","-","-",""
"MHL","Yegor Zanin","DY+1","54751/yegor-zanin","D","2022","9","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 41.74","48","67","3.98","0.0000","2003-02-03","19.62","19.91","9","MOL","6'01","-","2021","-","-","-",""
"MHL","Ivan Yershov","DY-1","54752/ivan-yershov","D","2022","13","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","10","0.00","0","0","0","0.0000","0.00","3","3","50.00","- 9.46","22","15","10.96","0.0000","2005-04-11","17.43","17.72","33","ALM","5'06","L","2023","-","-","-",""
"MHL","Georgi Kuzin","DY","54753/georgi-kuzin","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","11","13","11.28","0.0000","2004-06-16","18.25","18.54","58","MHK-DSP","5'10","L","2022","-","-","-",""
"MHL","Alexei Krasnichuk","DY","54754/alexei-krasnichuk","D","2022","28","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","20","0.00","0","0","0","0.0000","0.00","3","14","17.65","- 30.87","49","52","13.25","0.0000","2004-03-23","18.48","18.77","53","MHK-AM","5'11","L","2022","-","-","-",""
"MHL","Danil Avdonin","DY+1","54755/danil-avdonin","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 62.50","5","3","15.42","0.0000","2003-01-08","19.69","19.98","25","MAG","5'11","-","2021","-","-","-",""
"MHL","Askar Ibragimov","DY+1","54756/askar-ibragimov","D","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","0","2","0.00","- 48.48","16","17","5.04","0.0000","2003-07-11","19.18","19.47","82","TUFA","6'00","-","2021","-","-","-",""
"MHL","Andrei Tsvetkov","DY+1","54757/andrei-tsvetkov","F","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 16.67","2","10","9.12","0.0000","2003-06-21","19.23","19.53","16","MHK-AM","5'03","L","2021","-","-","-",""
"MHL","Vladislav Khramtsov","DY","54758/vladislav-khramtsov","F","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 22.22","6","21","3.81","0.0000","2004-02-26","18.55","18.85","39","SSN","6'01","L","2022","-","-","-",""
"MHL","Makar Chupin","DY","54759/makar-chupin","F","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","3","0.00","- 69.23","9","4","8.80","0.0000","2004-03-16","18.50","18.79","85","KAM","6'01","R","2022","-","-","-",""
"MHL","Filipp Freyer","DY+1","54761/filipp-freyer","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","1","3","25.00","- 32.14","4","3","9.17","0.0000","2003-01-22","19.65","19.94","36","KAZ","5'10","L","2021","-","-","-",""
"MHL","Bogdan Polyantsev","DY","54762/bogdan-polyantsev","D","2022","11","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","3","7","30.00","12.86","6","29","10.42","0.0000","2004-08-24","18.06","18.35","4","KUZM","5'09","L","2022","-","-","-",""
"MHL","Dmitri Romanenko","DY-1","54763/dmitri-romanenko","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 40.74","11","16","4.51","0.0000","2005-01-27","17.63","17.93","27","KUZM","5'11","R","2023","-","-","-",""
"MHL","Ilya Bobryashov","DY","54765/ilya-bobryashov","F","2022","8","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 41.18","21","30","2.60","0.0000","2004-03-05","18.53","18.82","71","MHK-AM","UNKNOWN","L","2022","-","-","-",""
"MHL","Alexander Rybakov","DY-1","54767/alexander-rybakov","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","1","3","25.00","- 17.86","3","4","11.43","0.0000","2005-01-14","17.67","17.96","49","LOKO76","6'02","L","2023","-","-","-",""
"MHL","Timur Minnekhanov","DY","54768/timur-minnekhanov","F","2022","15","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","4","6","40.00","- 2.50","17","23","10.30","0.0000","2003-10-08","18.94","19.23","70","SA","6'02","-","2022","-","-","-",""
"MHL","Vadim Kapranov","DY+1","54769/vadim-kapranov","D","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","3","0.00","- 57.14","16","12","9.85","0.0000","2003-06-24","19.23","19.52","79","TIG","5'08","-","2021","-","-","-",""
